,Datetime,RA,DEC,Lon,Lat,APmag,S-brt,delta,deldot,S-O-T /r,S-T-O,Sky_motion,Sky_mot_PA,RelVel-ANG,Lun_Sky_Brt,sky_SNR,time_from_start
2084,2024-03-27 20:00:00,212.25658333333334,-13.054166666666667,214.52553734651772,-0.024161580845107413,-11.903,4.033,0.00267882193094,-0.0297467,152.0716 /L,27.8567,30.361862,114.56365,-1.72807,n.a.,n.a.,7502400.0
7098,2024-10-22 18:00:00,101.835875,28.246333333333336,100.45569189582442,5.235552679672252,-10.8,4.860,0.0025514682282,0.0723601,108.9398 /L,70.9214,33.204983,95.254971,4.0435847,n.a.,n.a.,25552800.0
5004,2024-07-27 12:00:00,24.002541666666666,11.696083333333334,26.502262603596723,1.5785797379874043,-10.464,5.101,0.0024744310397,0.0326578,98.0930 /L,81.7689,35.35615,63.903334,1.7696162,n.a.,n.a.,18014400.0
4033,2024-06-17 01:00:00,204.42391666666666,-10.492527777777777,206.44766870738894,-0.30683028466593376,-11.011,4.689,0.00267632936077,-0.0334067,120.8082 /T,59.0623,30.254461,116.08567,-1.951945,n.a.,n.a.,14518800.0
8535,2024-12-21 15:00:00,167.33545833333332,6.951666666666667,165.6458521503816,1.4024012835223654,-10.573,4.921,0.00267253317358,0.0391024,104.2381 /L,75.6112,30.252725,117.72045,2.292619,n.a.,n.a.,30726000.0
8017,2024-11-30 01:00:00,230.68925,-21.467277777777777,233.81415911549468,-2.8286625441144957,-5.36,6.140,0.00267262892592,-0.0310552,14.3926 /L,165.5685,30.563065,107.77974,-1.807057,n.a.,n.a.,28861200.0
8069,2024-12-02 05:00:00,259.9175833333333,-27.964277777777777,261.06360088740263,-4.836742661343681,-5.152,5.983,0.00262910146115,-0.0372438,11.9563 /T,168.0121,31.592148,94.97437,-2.130097,n.a.,n.a.,29048400.0
1959,2024-03-22 15:00:00,156.50370833333332,13.601944444444444,153.26019602328392,3.5329447091314594,-11.848,4.054,0.00271339181803,0.0089843,150.9285 /T,28.9957,29.587707,115.40549,0.5354432,n.a.,n.a.,7052400.0
1132,2024-02-17 04:00:00,61.500625,24.728444444444442,64.25687457061649,3.800566726871047,-10.394,5.069,0.00256440245589,0.0608533,96.6054 /T,83.2469,32.870554,75.70639,3.4185651,n.a.,n.a.,4075200.0
7486,2024-11-07 22:00:00,302.34816666666666,-23.03313888888889,299.5297115920633,-2.850043474783939,-9.473,5.513,0.00256206879862,-0.0531676,73.5389 /T,106.319,32.967305,75.466127,-2.982668,n.a.,n.a.,26949600.0
86,2024-01-04 14:00:00,196.83795833333335,-5.07775,197.45877276340667,1.923377032944786,-9.892,5.270,0.00267045882555,-0.0420914,85.1916 /L,94.6532,30.278131,117.38221,-2.466426,n.a.,n.a.,309600.0
3401,2024-05-21 17:00:00,215.96208333333334,-15.457638888888889,218.70767642014906,-1.110810995596093,-12.051,3.929,0.00265521928841,-0.0378897,158.1857 /T,21.7584,30.926612,113.39024,-2.180777,n.a.,n.a.,12243600.0
4309,2024-06-28 13:00:00,2.2395,0.10122222222222223,2.090402797865153,-0.7978352163496433,-10.352,5.163,0.00247047587997,0.0069566,94.8798 /L,84.9815,35.48265,61.604781,0.3766253,n.a.,n.a.,15512400.0
8394,2024-12-15 18:00:00,88.69308333333333,28.42775,88.84814009454088,4.993803339272041,-12.64,3.519,0.00248531301449,0.0454927,172.9782 /L,7.0043,35.30551,89.318835,2.4617341,n.a.,n.a.,30218400.0
52,2024-01-03 04:00:00,181.81720833333333,1.0414166666666669,181.25016416509374,1.6781101730798982,-10.435,4.985,0.00269682636374,-0.0220128,100.6543 /L,79.1914,29.698838,118.19202,-1.30143,n.a.,n.a.,187200.0
810,2024-02-03 18:00:00,229.829,-20.608833333333333,232.81830281179055,-2.202918862452309,-9.77,5.355,0.00260888239139,-0.0647596,81.0397 /L,98.8104,31.729518,108.92144,-3.703967,n.a.,n.a.,2916000.0
8784,2025-01-01 00:00:00,296.305125,-24.08063888888889,293.8858594631403,-2.7972079697038854,-5.416,6.106,0.00255180357453,-0.0394737,13.8740 /T,166.0904,33.520107,77.720678,-2.191973,n.a.,n.a.,31622400.0
1721,2024-03-12 17:00:00,22.923458333333333,10.53925,25.093806220925913,0.8879145665941394,-7.169,6.310,0.00242291502507,0.0503119,32.8289 /T,147.0954,37.006783,63.381456,2.6530102,n.a.,n.a.,6195600.0
2980,2024-05-04 04:00:00,351.2712916666667,-5.777444444444444,349.7022758939657,-1.851130561394482,-8.56,5.945,0.00244076987119,-0.0249506,54.3492 /L,125.5378,36.411457,62.087109,-1.333824,n.a.,n.a.,10728000.0
2087,2024-03-27 23:00:00,213.69004166666667,-14.42538888888889,216.2956150537824,-0.8520416938853079,-11.868,4.063,0.0026766437241,-0.0306002,150.6764 /L,29.2487,30.404533,114.18345,-1.776781,n.a.,n.a.,7513200.0
4241,2024-06-25 17:00:00,325.55175,-16.17713888888889,322.42145795522214,-2.265063979964607,-11.504,4.475,0.00247533222604,-0.0142681,132.2661 /L,47.631,35.460549,67.457272,-0.766664,n.a.,n.a.,15267600.0
2853,2024-04-28 21:00:00,276.69725,-27.527583333333336,275.94271904748774,-4.226561129475337,-11.176,4.636,0.00256454260722,-0.0440351,122.6495 /L,57.2279,32.980674,88.009516,-2.463259,n.a.,n.a.,10270800.0
3663,2024-06-01 15:00:00,6.225875,1.9913611111111111,6.4995141201136,-0.643560305460327,-9.09,5.741,0.00246160216258,-0.0060026,64.7607 /L,115.1133,35.780116,61.651326,-0.32546,n.a.,n.a.,13186800.0
4467,2024-07-05 03:00:00,93.48366666666666,28.361,93.07852342308206,4.958980263398693,-5.071,5.996,0.00256630763782,0.0419961,11.3160 /L,168.6554,33.132546,90.885884,2.3342865,n.a.,n.a.,16081200.0
7273,2024-10-30 01:00:00,188.8,-3.8518055555555555,189.59604766033286,-0.05247483250882261,-6.461,6.360,0.00271487301041,-0.0007486,27.0419 /L,152.8865,29.565421,118.34119,-0.049254,n.a.,n.a.,26182800.0
1933,2024-03-21 13:00:00,144.2525,18.770805555555555,140.40976449359118,4.312629483622088,-11.543,4.296,0.00270447688115,0.0197096,139.1597 /T,40.7386,29.71877,111.99771,1.1665603,n.a.,n.a.,6958800.0
8630,2024-12-25 14:00:00,209.455,-13.206416666666668,212.0132641956816,-1.0987848864263088,-8.786,5.744,0.00269684337971,-0.0178357,61.3886 /L,118.4732,29.77005,114.53597,-1.055652,n.a.,n.a.,31068000.0
7633,2024-11-14 01:00:00,23.359833333333334,11.690055555555556,25.913665542731287,1.8023557650447644,-12.205,3.970,0.00240833044042,-0.0084644,154.0625 /T,25.8764,37.511165,63.806696,-0.438979,n.a.,n.a.,27478800.0
7902,2024-11-25 06:00:00,177.552125,1.8024444444444445,177.03500265821253,0.6804622297195053,-9.012,5.655,0.00270322447844,0.0166758,66.0754 /L,113.7809,29.603426,118.49442,0.9853575,n.a.,n.a.,28447200.0
2324,2024-04-06 20:00:00,351.71025,-5.9575000000000005,350.03303941517044,-2.1885686928445685,-6.724,6.377,0.00240362627012,-0.0185319,27.2504 /L,152.6863,37.636777,61.996777,-0.975975,n.a.,n.a.,8366400.0
840,2024-02-05 00:00:00,246.83679166666667,-24.223305555555555,248.9493675353495,-2.460083832080365,-9.139,5.650,0.00255905218413,-0.0721661,66.1838 /L,113.6799,33.022276,102.03652,-4.043488,n.a.,n.a.,3024000.0
5452,2024-08-15 04:00:00,260.95145833333333,-27.83716666666667,261.96992805546927,-4.649323193230243,-11.062,4.709,0.00257286320253,-0.0688872,119.3938 /T,60.4794,32.711665,94.803157,-3.871029,n.a.,n.a.,19627200.0
8067,2024-12-02 03:00:00,258.731125,-26.063388888888888,259.8663229852261,-3.0191858380603747,-5.06,5.908,0.00263089133752,-0.0371319,11.0695 /T,168.9013,31.551107,95.533515,-2.125045,n.a.,n.a.,29041200.0
214,2024-01-09 22:00:00,267.2552083333333,-27.966277777777776,267.5587317270704,-4.550063486082009,-6.213,6.330,0.00248375646795,-0.0568828,21.7038 /L,158.2423,35.293434,92.871229,-3.07819,n.a.,n.a.,770400.0
8070,2024-12-02 06:00:00,260.51216666666664,-27.9185,261.58636962726916,-4.755442530525408,-5.199,6.017,0.00262820454594,-0.037297,12.4047 /T,167.5626,31.612684,94.693526,-2.132465,n.a.,n.a.,29052000.0
7605,2024-11-12 21:00:00,7.7585,3.6516944444444444,8.561636556191607,0.2776366692338171,-11.765,4.306,0.00242116067044,-0.0288924,137.9429 /T,41.9632,37.046661,61.655704,-1.522251,n.a.,n.a.,27378000.0
212,2024-01-09 20:00:00,265.9265833333333,-26.034583333333334,266.32709918211674,-2.6470237427083436,-6.305,6.338,0.00248651530263,-0.057759,22.7642 /L,157.1794,35.211282,93.496778,-3.12919,n.a.,n.a.,763200.0
1594,2024-03-07 10:00:00,309.0192916666667,-22.30825,305.69479312365524,-3.5749000866757146,-7.815,6.161,0.00243668024824,-0.0564202,41.8694 /L,138.0364,36.544643,73.565152,-3.004785,n.a.,n.a.,5738400.0
4478,2024-07-05 14:00:00,100.34425,28.111305555555557,99.14991313131132,4.9999350896543335,-4.577,5.363,0.00257762526822,0.0434505,6.7577 /L,173.225,32.849549,94.140692,2.4252773,n.a.,n.a.,16120800.0
2870,2024-04-29 14:00:00,287.333875,-26.243194444444445,285.523631640765,-3.733850343517362,-10.933,4.796,0.00254633057791,-0.0449286,113.9374 /L,65.9304,33.416982,82.990179,-2.49892,n.a.,n.a.,10332000.0
7797,2024-11-20 21:00:00,126.97320833333333,23.725166666666667,123.5266424836637,4.48584945514831,-10.974,4.733,0.00258868883903,0.0678157,115.0772 /L,64.7871,32.279598,106.47196,3.8435121,n.a.,n.a.,28069200.0
2418,2024-04-10 18:00:00,45.05925,20.072805555555554,48.37002135979247,2.8911046455610263,-6.7,6.378,0.00245166224602,0.056815,27.4926 /T,152.4427,36.176261,69.32977,3.0285488,n.a.,n.a.,8704800.0
630,2024-01-27 06:00:00,146.84129166666668,17.69875,143.09134830597532,4.1088094153036945,-12.196,3.762,0.00270045603008,0.0183358,162.8566 /L,17.0974,29.928802,112.47315,1.0807416,n.a.,n.a.,2268000.0
8433,2024-12-17 09:00:00,113.9835,26.40225,111.42910477277509,4.729396589975921,-12.097,3.966,0.00253547622452,0.0595608,153.7330 /L,26.202,33.868042,101.13017,3.2892415,n.a.,n.a.,30358800.0
2438,2024-04-11 14:00:00,57.240833333333335,23.863444444444447,60.27092498247341,3.7420229946606614,-7.526,6.241,0.00248135752624,0.0659104,38.5883 /T,141.3232,35.268749,73.928185,3.5608734,n.a.,n.a.,8776800.0
8309,2024-12-12 05:00:00,34.24033333333333,16.729527777777776,37.562425551520796,2.852396623489607,-11.736,4.310,0.00244292964254,-0.0047776,137.1788 /T,42.7246,36.418015,66.712439,-0.250318,n.a.,n.a.,29912400.0
3761,2024-06-05 17:00:00,61.819041666666664,24.932583333333334,64.5800252166711,3.9463309621528806,-5.133,5.991,0.00249643502778,0.0371501,11.3024 /L,168.6697,34.991655,76.094142,2.0094597,n.a.,n.a.,13539600.0
4837,2024-07-20 13:00:00,288.27320833333334,-26.59025,286.3181924403963,-4.1808816090046514,-12.413,3.727,0.00249646492705,-0.0510129,167.2659 /T,12.703,34.967832,82.028481,-2.762253,n.a.,n.a.,17413200.0
7026,2024-10-19 18:00:00,55.103208333333335,23.841305555555554,58.35506890212154,4.154411927498831,-12.007,4.116,0.00243349339831,0.0548815,147.8941 /L,32.0318,36.685022,73.714279,2.9162981,n.a.,n.a.,25293600.0
490,2024-01-21 10:00:00,68.31216666666667,25.915027777777777,70.53975484090493,3.9293643007244166,-11.409,4.449,0.0025917073606,0.042751,129.9210 /T,49.9633,32.330598,78.538926,2.4206622,n.a.,n.a.,1764000.0
2408,2024-04-10 08:00:00,39.10404166666667,17.825027777777777,42.31859549401953,2.407632293473658,-6.225,6.372,0.00243869163136,0.0508295,21.8366 /T,158.1116,36.581886,67.381045,2.6934287,n.a.,n.a.,8668800.0
497,2024-01-21 17:00:00,72.43533333333333,26.61302777777778,74.3067291854268,4.1258748483290795,-11.499,4.383,0.00259883462094,0.0418594,133.3636 /T,46.5265,32.172456,80.372847,2.375677,n.a.,n.a.,1789200.0
7874,2024-11-24 02:00:00,165.24858333333333,8.332055555555556,163.20394518082077,1.8758587691057995,-9.606,5.403,0.00268645109731,0.0331241,78.7309 /L,101.1161,29.929859,117.43819,1.9508921,n.a.,n.a.,28346400.0
7571,2024-11-11 11:00:00,349.509625,-5.789638888888889,348.084584059086,-1.1746648923844814,-11.195,4.672,0.00245258702637,-0.0463989,118.7156 /T,61.16,36.01718,62.012359,-2.485468,n.a.,n.a.,27255600.0
504,2024-01-22 00:00:00,76.58458333333333,27.188055555555557,78.05731346586892,4.303483209185312,-11.586,4.317,0.00260580973598,0.0409462,136.7856 /T,43.1106,32.019498,82.258981,2.3290755,n.a.,n.a.,1814400.0
8659,2024-12-26 19:00:00,223.50091666666665,-19.639888888888887,226.83279407352134,-2.8936181235877947,-8.044,6.016,0.00267935688842,-0.0316486,48.2107 /L,131.6726,30.235935,110.22326,-1.854928,n.a.,n.a.,31172400.0
5307,2024-08-09 03:00:00,187.53925,-2.653972222222222,187.96753501587048,0.5529432494024934,-8.158,6.014,0.00270943708975,-0.0006992,51.5527 /T,128.3273,29.553196,118.35108,-0.044909,n.a.,n.a.,19105200.0
8276,2024-12-10 20:00:00,15.808583333333333,8.107138888888889,17.671849096061106,1.2668257232476878,-11.207,4.659,0.00245327940638,-0.020423,118.7552 /T,61.1197,36.025993,62.644819,-1.092416,n.a.,n.a.,29793600.0
1824,2024-03-17 00:00:00,83.751625,28.233777777777778,84.47883081157059,4.914344584455598,-10.04,5.245,0.00258845344408,0.0663104,87.9337 /T,91.9174,32.24196,85.778929,3.7605978,n.a.,n.a.,6566400.0
3303,2024-05-17 15:00:00,171.77608333333333,5.887666666666666,170.1248244288741,2.1497670771365014,-10.772,4.818,0.00270498309666,0.0022571,113.2581 /T,66.6012,29.579632,117.9393,0.1359711,n.a.,n.a.,11890800.0
2224,2024-04-02 16:00:00,292.255625,-26.799472222222224,289.8239604780088,-4.879733211454573,-9.91,5.342,0.00251580613575,-0.0608258,83.3158 /L,96.541,34.15642,80.745421,-3.352078,n.a.,n.a.,8006400.0
6448,2024-09-25 16:00:00,105.12366666666667,27.99286111111111,103.37855337912103,5.253133015820748,-9.675,5.424,0.00259451638202,0.0604347,79.3958 /L,100.4584,32.108331,96.782111,3.433565,n.a.,n.a.,23212800.0
2048,2024-03-26 08:00:00,195.74525,-5.098694444444444,196.46055425903808,1.488327810311553,-12.318,3.654,0.00270020393797,-0.0196411,168.6524 /L,11.3174,29.942789,117.75479,-1.145763,n.a.,n.a.,7372800.0
4950,2024-07-25 06:00:00,355.266125,-2.5953333333333335,354.62060883941973,-0.5014630453384795,-11.419,4.552,0.00244310920376,0.0131423,128.1328 /L,51.7591,36.363759,61.708389,0.70463,n.a.,n.a.,17820000.0
6472,2024-09-26 16:00:00,119.14725,25.81775,116.11214379092006,4.981856236759524,-9.119,5.656,0.00262725113662,0.0526489,67.6876 /L,112.1733,31.346998,103.13781,3.0252808,n.a.,n.a.,23299200.0
7957,2024-11-27 13:00:00,201.62958333333333,-9.095472222222222,203.37414290409495,-0.014705261290092742,-7.57,6.156,0.00270543262052,-0.011989,41.4128 /L,138.483,29.695885,116.45918,-0.711582,n.a.,n.a.,28645200.0
4624,2024-07-11 16:00:00,175.64133333333334,3.3141388888888885,174.68268090779506,1.309751741440916,-8.906,5.737,0.00270138836119,0.0094166,65.1965 /T,114.6652,29.668189,118.26383,0.5545365,n.a.,n.a.,16646400.0
2198,2024-04-01 14:00:00,275.8190416666667,-27.454833333333333,275.1655242588151,-4.120003336311901,-10.386,5.090,0.00255354185664,-0.0591581,96.8306 /L,83.0241,33.154867,88.459079,-3.307796,n.a.,n.a.,7912800.0
8182,2024-12-06 22:00:00,326.40295833333334,-15.045305555555556,323.56940998181426,-1.4669448740515045,-9.26,5.611,0.00252540172022,-0.0376639,68.0431 /T,111.8206,33.975561,66.68638,-2.081971,n.a.,n.a.,29455200.0
5813,2024-08-30 05:00:00,116.08525,26.346444444444444,113.3011296885928,4.992450792363792,-7.75,6.159,0.00262957897385,0.0422696,43.9098 /L,135.9863,31.425495,101.7408,2.4191096,n.a.,n.a.,20926800.0
4282,2024-06-27 10:00:00,348.09316666666666,-6.569638888888889,346.48308905547145,-1.343209586432561,-10.85,4.893,0.00246830701743,-0.0004776,109.7330 /L,70.1363,35.573302,62.485846,-0.023895,n.a.,n.a.,15415200.0
5586,2024-08-20 18:00:00,343.84816666666666,-8.731361111111111,341.76567198728924,-1.713716611289239,-12.47,3.745,0.00240890949924,-0.0091867,166.1083 /L,13.8593,37.518841,62.793819,-0.47632,n.a.,n.a.,20109600.0
3985,2024-06-15 01:00:00,183.09004166666668,0.4216111111111111,182.66483836688008,1.6153938755335002,-10.302,5.087,0.00270038018781,-0.0070342,98.9054 /T,80.9442,29.6437,118.40278,-0.415619,n.a.,n.a.,14346000.0
5265,2024-08-07 09:00:00,169.232125,6.521388888888889,167.54875905451658,1.7399661959628263,-6.872,6.356,0.00270013428396,0.0181321,32.5771 /T,147.3407,29.860849,117.85907,1.0610708,n.a.,n.a.,18954000.0
1631,2024-03-08 23:00:00,331.90725,-14.366527777777778,328.8086559213398,-2.64784848220767,-6.161,6.337,0.00239739565105,-0.0298535,20.5080 /L,159.4432,37.841666,65.788601,-1.564771,n.a.,n.a.,5871600.0
7918,2024-11-25 22:00:00,184.48058333333333,-0.03866666666666671,184.1242948502528,1.7450811220263163,-8.637,5.803,0.00270787612801,0.0075588,58.8961 /L,120.969,29.537835,118.46215,0.445014,n.a.,n.a.,28504800.0
6813,2024-10-10 21:00:00,291.115375,-26.768888888888892,288.8181694265318,-4.6993363057176145,-10.174,5.194,0.0025607713858,-0.066031,91.0560 /T,88.7971,32.953838,80.436916,-3.703727,n.a.,n.a.,24526800.0
2783,2024-04-25 23:00:00,235.17054166666668,-22.72788888888889,238.15263300363205,-3.055698103328649,-12.059,3.935,0.00263360951381,-0.0373968,157.3145 /L,22.628,31.437999,106.86638,-2.134765,n.a.,n.a.,10018800.0
1297,2024-02-24 01:00:00,152.819625,15.201888888888888,149.3476993823401,3.7403171268879656,-12.455,3.516,0.00271067401599,0.0114952,173.5868 /T,6.3956,29.726416,114.3755,0.6818814,n.a.,n.a.,4669200.0
1413,2024-02-28 21:00:00,204.30170833333332,-10.820527777777778,206.45458735474222,-0.6560244590987597,-11.395,4.408,0.0026895625667,-0.0295565,132.8219 /L,47.0644,30.009414,116.31344,-1.731396,n.a.,n.a.,5086800.0
4511,2024-07-06 23:00:00,120.10816666666666,25.44977777777778,117.03740096519554,4.792102892019032,-5.198,6.121,0.00261306768361,0.0450382,12.9352 /T,167.0319,31.954851,103.1246,2.5494641,n.a.,n.a.,16239600.0
7799,2024-11-20 23:00:00,128.09691666666666,23.41863888888889,124.60342231954051,4.43886718041097,-10.941,4.751,0.00259194131558,0.0673478,114.0900 /L,65.7731,32.194468,106.91981,3.8222717,n.a.,n.a.,28076400.0
222,2024-01-10 06:00:00,272.61225,-27.821527777777778,272.3073284617907,-4.403198083732279,-5.832,6.254,0.0024731672299,-0.0530416,17.4709 /L,162.4855,35.610291,90.339807,-2.85788,n.a.,n.a.,799200.0
4847,2024-07-20 23:00:00,294.75691666666665,-25.53736111111111,292.2483417205893,-3.9909422133228185,-12.548,3.611,0.00248471073993,-0.0465693,172.0626 /T,7.9179,35.306935,79.089469,-2.508986,n.a.,n.a.,17449200.0
6376,2024-09-22 16:00:00,59.95741666666667,25.08661111111111,62.95046914216801,4.424816485987341,-11.083,4.737,0.00248040538752,0.0651336,116.7499 /L,63.1239,35.178773,75.70245,3.5362598,n.a.,n.a.,22953600.0
3154,2024-05-11 10:00:00,93.91370833333333,28.477194444444443,93.45507326154805,5.084876908560363,-7.739,6.180,0.00255618376935,0.0654011,42.8299 /T,137.0715,33.234259,90.698679,3.6400534,n.a.,n.a.,11354400.0
3638,2024-05-31 14:00:00,353.12470833333333,-4.937611111111111,351.7304464336866,-1.8068930316077247,-9.725,5.464,0.00246764085038,-0.0137672,78.5827 /L,101.2806,35.567692,61.968933,-0.744605,n.a.,n.a.,13096800.0
2291,2024-04-05 11:00:00,333.02320833333334,-14.81261111111111,329.6627245267484,-3.4467056524185975,-8.104,6.091,0.00242804361817,-0.041679,46.3971 /L,133.5019,36.800999,65.436336,-2.213803,n.a.,n.a.,8247600.0
7562,2024-11-11 02:00:00,344.7049583333333,-7.292222222222222,343.10098905057225,-0.7091367176962565,-11.036,4.763,0.00246298158701,-0.0494703,113.7262 /T,66.1433,35.694639,62.622898,-2.663054,n.a.,n.a.,27223200.0
8351,2024-12-13 23:00:00,60.09775,25.03902777777778,63.06590023170593,4.352846796294949,-12.346,3.816,0.00245062577811,0.0205763,160.5052 /T,19.4471,36.286212,76.17384,1.1021004,n.a.,n.a.,30063600.0
3282,2024-05-16 18:00:00,162.47229166666668,10.641277777777777,159.78808065925648,2.962380123128159,-10.475,4.989,0.00270070844926,0.0147408,103.7612 /T,76.0903,29.641217,116.6238,0.8741243,n.a.,n.a.,11815200.0
2817,2024-04-27 09:00:00,254.60845833333335,-26.696583333333333,256.24023442919105,-3.9888733626573036,-11.647,4.287,0.00260146998273,-0.0410408,140.7087 /L,39.1979,32.141456,98.456854,-2.320923,n.a.,n.a.,10141200.0
1687,2024-03-11 07:00:00,3.9873333333333334,0.58575,3.887273438973273,-1.0474702272487173,-5.453,6.080,0.00239238190968,0.0229068,13.0689 /T,166.9001,38.021578,61.488428,1.1879341,n.a.,n.a.,6073200.0
5774,2024-08-28 14:00:00,92.82341666666666,28.609750000000002,92.49056781379976,5.194929116100142,-8.905,5.768,0.00258597998942,0.0503754,63.0414 /L,116.8276,32.397472,90.89654,2.8452236,n.a.,n.a.,20786400.0
1844,2024-03-17 20:00:00,95.82341666666666,28.51211111111111,95.13803997397252,5.176644878733731,-10.372,5.064,0.00261883384863,0.0596013,97.7249 /T,82.1257,31.503614,91.53401,3.4210114,n.a.,n.a.,6638400.0
4281,2024-06-27 09:00:00,347.562375,-6.296361111111111,346.1033347793291,-0.8862738051386837,-10.868,4.883,0.00246832210781,-0.000777,110.2836 /L,69.5861,35.574497,62.554714,-0.040004,n.a.,n.a.,15411600.0
4020,2024-06-16 12:00:00,198.49958333333333,-7.4245,199.8770692650827,0.3780582110212178,-10.825,4.799,0.00268580344018,-0.0270344,114.8263 /T,65.0362,30.014722,117.1388,-1.586795,n.a.,n.a.,14472000.0
6128,2024-09-12 08:00:00,272.92991666666666,-27.326555555555554,272.59917066426186,-3.9137564752427845,-10.559,4.996,0.00257258858291,-0.0701818,102.8178 /T,77.0394,32.657247,89.024447,-3.952113,n.a.,n.a.,22060800.0
8377,2024-12-15 01:00:00,77.28866666666667,27.802944444444446,78.73698352718823,4.85954733884478,-12.666,3.508,0.00246851918723,0.0363816,173.4112 /T,6.5722,35.788689,83.91233,1.9569676,n.a.,n.a.,30157200.0
